,Unnamed: 0,X,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0,1,1,0.181338105,0.060495115999999995,0.187475623,0.12619718300000002,0.233586132,0.107388949,0.8690878000000001,2.863716892,0.9235662579999999,0.307219558,0.21690140800000002,0.181338105,0.137742223,0.023021582999999998,0.271186441,0.77734375,0.0859375,6.2265625,6.140625,0.116585704,sad
1,2,2,0.186897392,0.062260334,0.195069668,0.130846731,0.24398713800000002,0.113140407,1.191767427,3.8786503619999997,0.91884764,0.298859325,0.135648446,0.186897392,0.121811357,0.018411968,0.271186441,0.930338542,0.0859375,4.0,3.9140625,0.144982762,sad
2,3,3,0.189102142,0.06290127599999999,0.204945295,0.131422319,0.249978118,0.118555799,1.3126902759999999,4.5899950480000005,0.91951906,0.313068592,0.264070022,0.189102142,0.123757895,0.083333333,0.262295082,0.332386364,0.0859375,0.625,0.5390625,0.334782609,sad
4,5,5,0.18303606100000003,0.060051263,0.17411526800000002,0.129949444,0.236966633,0.107017189,1.096408695,3.6809953810000002,0.9213614170000001,0.329295377,0.152032356,0.18303606100000003,0.128469334,0.044692737,0.258064516,1.012019231,0.0859375,5.46875,5.3828125,0.30491049800000003,sad
5,6,6,0.16879306,0.057910224,0.156266137,0.11678252199999999,0.21632572,0.09954319800000001,1.3868367469999998,5.031743902,0.926237688,0.33704677200000005,0.153763654,0.16879306,0.109719895,0.02247191,0.235294118,0.22879464300000002,0.09375,0.75,0.65625,0.306776557,sad
7,8,8,0.174928732,0.059598251,0.19628866,0.11430927800000001,0.228618557,0.11430927800000001,2.212273995,8.529236346,0.8973973540000001,0.292016541,0.114020619,0.174928732,0.116962212,0.030534351,0.23880597,0.2734375,0.09375,0.625,0.53125,0.270833333,sad
8,9,9,0.165810718,0.063460422,0.17054054100000002,0.104594595,0.223513514,0.118918919,2.0268131119999997,7.819853636,0.9066070390000001,0.322477646,0.091081081,0.165810718,0.092203064,0.017204301,0.262295082,0.172916667,0.0859375,0.5078125,0.421875,0.335978836,sad
9,10,10,0.174916076,0.06426611,0.1675,0.11475,0.23325,0.1185,1.425661954,5.073168153,0.918925452,0.335891646,0.111,0.174916076,0.09609237400000001,0.018285713999999998,0.235294118,0.544270833,0.09375,4.890625,4.796875,0.151849013,sad
10,11,11,0.175010065,0.06285995700000001,0.162857143,0.116428571,0.23428571399999998,0.11785714300000001,2.50498167,10.71239016,0.8985707490000001,0.27958604800000003,0.114761905,0.175010065,0.10969151099999999,0.015888779,0.235294118,0.727384868,0.0859375,3.796875,3.7109375,0.277894737,sad
11,12,12,0.173529015,0.06273042,0.18275,0.114,0.231,0.11699999999999999,2.468755708,11.54236629,0.9055064979999999,0.30838928,0.1155,0.173529015,0.110870419,0.017204301,0.275862069,0.917100694,0.078125,5.15625,5.078125,0.258653846,sad
12,13,13,0.19062222399999998,0.05729154400000001,0.170597938,0.145484536,0.254886598,0.109402062,1.60877641,4.942867745,0.894121136,0.286779153,0.152412371,0.19062222399999998,0.132719988,0.016145308,0.22535211300000002,0.42487980799999997,0.0859375,2.375,2.2890625,0.140216155,happy
14,15,15,0.187907346,0.059616275999999996,0.16335692599999999,0.141274014,0.24744186,0.106167846,1.85762242,7.142266867000001,0.9043696640000001,0.289259508,0.151183013,0.187907346,0.122631166,0.029143897999999998,0.271186441,0.355168269,0.109375,0.578125,0.46875,0.381944444,happy
15,16,16,0.19603005699999998,0.063165993,0.212162162,0.135405405,0.257837838,0.122432432,1.574352464,5.222803921000001,0.905525007,0.253582715,0.274054054,0.19603005699999998,0.12945711099999999,0.030075188,0.26666666699999997,0.886458333,0.0,5.78125,5.78125,0.205791506,happy
16,17,17,0.21394833,0.040736543,0.21886939600000002,0.18530214399999997,0.247797271,0.062495127000000004,1.380726416,4.292160476,0.892508953,0.202143269,0.236608187,0.21394833,0.18647912100000003,0.016718913000000002,0.258064516,0.553013393,0.0,2.296875,2.296875,0.20565149100000002,happy
17,18,18,0.20974101,0.04541624,0.21199606699999998,0.182812193,0.24668633199999998,0.06387414,1.364548459,4.00836955,0.8958761909999999,0.315419784,0.212546706,0.20974101,0.174562627,0.019875776,0.26666666699999997,0.368389423,0.0,0.671875,0.671875,0.36627907,happy
18,19,19,0.187656514,0.034848662,0.18844686600000002,0.16733878300000002,0.208283379,0.040944596,2.013371442,6.472956971,0.872863272,0.216623877,0.21133515,0.187656514,0.160979319,0.016859851999999998,0.213333333,0.41357421899999997,0.1484375,0.703125,0.5546875,0.33708920200000003,happy
19,20,20,0.190844545,0.034898038,0.193024523,0.169118983,0.21158946399999998,0.042470481,2.151284174,7.719645609,0.8747851459999999,0.19206007,0.170644868,0.190844545,0.17191615699999999,0.061068702,0.231884058,1.036621094,0.1484375,6.453125,6.3046875,0.153820735,happy
20,21,21,0.187967613,0.062570252,0.175358807,0.133867661,0.252078285,0.118210624,1.31142391,4.076904814,0.9123318690000001,0.29000871100000003,0.13282385800000002,0.187967613,0.141526386,0.047904192000000005,0.258064516,0.7125,0.09375,4.4453125,4.3515625,0.205822006,sad
21,22,22,0.186187248,0.061923937000000005,0.205651303,0.125130261,0.235671343,0.110541082,1.118947454,3.412684978,0.9160401840000001,0.35356992600000003,0.233426854,0.186187248,0.108682573,0.023088023,0.24242424199999998,0.431490385,0.0,2.6171875,2.6171875,0.126616915,sad
26,27,27,0.185944766,0.051489959,0.174966507,0.14656459300000002,0.23203827800000001,0.08547368400000001,1.692680775,5.771255807999999,0.9007487670000001,0.218934259,0.16960765600000002,0.185944766,0.143296786,0.015686275,0.262295082,0.9135416670000001,0.109375,5.7734375,5.6640625,0.20413793100000002,sad
27,28,28,0.19551170899999998,0.057419252999999996,0.178449761,0.14683253599999999,0.258564593,0.111732057,1.628812456,5.465488418,0.90260359,0.24422504,0.277320574,0.19551170899999998,0.13333794,0.03960396,0.21052631600000002,0.674107143,0.109375,4.875,4.765625,0.18184111,sad
28,29,29,0.18582876899999998,0.06335458299999999,0.17907578600000001,0.149057301,0.243512015,0.09445471300000001,1.7442075830000001,7.367896278,0.9373575999999999,0.566905996,0.153974122,0.18582876899999998,0.154855438,0.015968064,0.262295082,0.7689732140000001,0.0390625,5.4609375,5.421875,0.19064509,angry
29,30,30,0.198335992,0.050513129000000004,0.199128065,0.162252498,0.236257947,0.07400545,0.981071129,3.2032045080000002,0.919897495,0.36403284799999996,0.274913715,0.198335992,0.148953602,0.020050125,0.275862069,1.250488281,0.2109375,5.859375,5.6484375,0.275887506,angry
30,31,31,0.195158135,0.052413735,0.199632278,0.151297242,0.23595505600000002,0.084657814,1.013968177,3.408900548,0.919027928,0.299634127,0.150153218,0.195158135,0.127976053,0.032258065,0.222222222,0.728365385,0.0,5.0703125,5.0703125,0.19504365699999998,angry
31,32,32,0.1896848,0.04814357,0.17711004800000002,0.15138756,0.229894737,0.078507177,1.58348015,5.93724927,0.91008156,0.282515082,0.15111961699999998,0.1896848,0.148474251,0.017297297,0.24242424199999998,0.704799107,0.140625,5.484375,5.34375,0.179374719,angry
32,33,33,0.21533861399999998,0.076283364,0.245365854,0.205853659,0.267317073,0.061463415,3.244823603,16.09789241,0.89214451,0.461612629,0.276829268,0.21533861399999998,0.194529148,0.062015504000000006,0.275862069,0.918457031,0.2734375,6.890625,6.6171875,0.168437623,angry
33,34,34,0.229259011,0.042918200999999996,0.23371522100000003,0.21171849399999998,0.264418985,0.052700490999999995,2.0966663,7.352856461,0.8726846540000001,0.24501743899999998,0.273126023,0.229259011,0.207358102,0.041025641,0.275862069,1.0672743059999998,0.171875,6.65625,6.484375,0.173848335,angry
35,36,36,0.221190305,0.060198321,0.239387591,0.19922643,0.264883159,0.065656728,2.6850895539999997,11.73925108,0.899869171,0.44471416399999997,0.276615633,0.221190305,0.160157401,0.020539153,0.26666666699999997,0.700657895,0.0,1.859375,1.859375,0.263222936,angry
36,37,45,0.188851445,0.053193619000000004,0.191756007,0.1425878,0.233160813,0.09057301300000001,1.0436620779999999,3.719168535,0.9227901690000001,0.28192816600000004,0.232902033,0.188851445,0.132970646,0.018979833999999998,0.23880597,0.9489889709999999,0.0,4.7734375,4.7734375,0.23936170199999998,angry
37,38,46,0.19069556399999998,0.045890457999999995,0.19,0.153589744,0.23179487199999999,0.078205128,1.3896521819999998,4.7464801130000005,0.909675738,0.269968565,0.232564103,0.19069556399999998,0.160256738,0.025276461,0.275862069,0.99609375,0.1328125,4.484375,4.3515625,0.223339318,angry
38,39,47,0.18224281,0.064376509,0.166410256,0.12794871800000002,0.244871795,0.11692307699999999,1.5053584969999998,5.349456623,0.919290878,0.299402242,0.13974359,0.18224281,0.114171559,0.020833333,0.26666666699999997,0.974724265,0.0,5.109375,5.109375,0.35932721700000003,angry
39,40,48,0.18389515399999998,0.058317685,0.169356943,0.137260019,0.24424976699999998,0.10698974800000001,1.616232289,5.753537948,0.915444606,0.274300062,0.151873253,0.18389515399999998,0.136760567,0.016393443,0.25,1.043457031,0.0,5.7109375,5.7109375,0.28472412199999997,angry
40,41,49,0.230279278,0.036803242,0.23488372100000002,0.212325581,0.257674419,0.045348837,1.776864429,5.9157916429999995,0.870113612,0.17690137600000003,0.234651163,0.230279278,0.189965073,0.03125,0.275862069,0.957648026,0.1796875,4.0,3.8203125,0.184844354,angry
41,42,50,0.22681973600000002,0.038531003,0.23,0.20292682899999998,0.26,0.057073171,1.60098941,4.937656901,0.876303285,0.155898461,0.274634146,0.22681973600000002,0.17153674100000002,0.015857284,0.271186441,1.078584559,0.171875,5.9609375,5.7890625,0.179487179,angry
42,43,51,0.22260753600000002,0.041118428,0.23213463199999998,0.195925598,0.256439327,0.060513729,1.7819247619999998,6.248062556,0.885243075,0.15624771099999998,0.26115146100000003,0.22260753600000002,0.168054228,0.015841584,0.271186441,1.517269737,0.0,6.4453125,6.4453125,0.256700337,angry
43,44,52,0.210298612,0.041672921,0.212635025,0.179181669,0.23875613699999998,0.059574468,1.354594756,4.405328836,0.8959006509999999,0.19084145600000002,0.23463175100000003,0.210298612,0.169922939,0.016326531000000002,0.26666666699999997,1.104779412,0.1484375,6.875,6.7265625,0.10375532300000001,angry
44,45,53,0.19024128699999998,0.051033870999999995,0.190494217,0.15074658300000002,0.228475289,0.07772870700000001,0.80071549,2.9149174760000003,0.922473138,0.28042247600000003,0.212870662,0.19024128699999998,0.14426827,0.052117264,0.253968254,0.4375,0.1171875,2.6484375,2.53125,0.135802469,happy
45,46,54,0.18966884899999997,0.062419395,0.18043763699999998,0.13295404800000002,0.25242888399999996,0.119474836,1.721780375,5.780445691000001,0.909745382,0.29785716100000004,0.266827133,0.18966884899999997,0.127837606,0.022955523999999998,0.228571429,0.465909091,0.09375,2.3671875,2.2734375,0.18178694199999998,happy
46,47,55,0.179151266,0.058487646,0.16109201199999998,0.132214358,0.235551062,0.103336704,1.525157509,5.424783832999999,0.9117009509999999,0.293811325,0.152598584,0.179151266,0.12432950000000001,0.018348623999999997,0.26666666699999997,0.59375,0.09375,4.59375,4.5,0.183449074,happy
48,49,57,0.198542718,0.050666724,0.202497399,0.156753382,0.23571279899999997,0.078959417,1.392072926,4.787082286,0.911032983,0.321873886,0.23483871,0.198542718,0.148296585,0.036866359,0.23880597,0.567708333,0.09375,2.96875,2.875,0.145750988,happy
49,50,58,0.214795053,0.046676865,0.223887776,0.17310621199999998,0.256713427,0.083607214,1.3526038280000001,4.27973815,0.8957089890000001,0.22844762,0.233426854,0.214795053,0.18705484600000002,0.061068702,0.271186441,0.577524038,0.15625,2.734375,2.578125,0.21489899,happy
50,51,59,0.178542481,0.045409795,0.166455567,0.14929519900000002,0.193626149,0.04433095,2.596495053,10.60449777,0.871173918,0.233936993,0.152441267,0.178542481,0.144503191,0.01965602,0.19512195100000002,0.713341346,0.0546875,4.8828125,4.828125,0.200512406,happy
52,53,61,0.215715445,0.034931996,0.22466076699999998,0.20593903600000002,0.232369715,0.026430678,3.1432810589999995,13.54369893,0.834868963,0.206173064,0.22934120000000002,0.215715445,0.167315735,0.019047619,0.262295082,0.677455357,0.21875,3.421875,3.203125,0.14296435300000002,sad
53,54,62,0.212572709,0.035131745,0.220555556,0.2,0.229444444,0.029444444,2.87476578,11.48899649,0.841356366,0.22242701199999998,0.226666667,0.212572709,0.17275281899999997,0.019631902,0.275862069,0.7433035709999999,0.1796875,5.375,5.1953125,0.034210526,sad
60,61,69,0.218321684,0.034080782999999996,0.220708729,0.196750216,0.242005186,0.04525497,1.9257244040000001,7.360242211,0.8619648190000001,0.17190441199999998,0.19336214300000001,0.218321684,0.187176263,0.026936027,0.271186441,0.904605263,0.0,6.3359375,6.3359375,0.137956046,sad
61,62,70,0.223672225,0.038868637000000004,0.221470328,0.198653676,0.259415412,0.060761736,2.067643946,7.208806834,0.856262868,0.176068833,0.194437555,0.223672225,0.213746351,0.026845637999999998,0.275862069,0.665527344,0.1875,3.65625,3.46875,0.166516517,sad
62,63,71,0.232735533,0.030607429,0.23341463399999998,0.21414634100000002,0.258292683,0.044146341,1.865151494,6.349988641,0.8468692529999999,0.102137384,0.232195122,0.232735533,0.217993893,0.069868996,0.275862069,1.325246711,0.0,6.703125,6.703125,0.260866584,sad
63,64,72,0.224067398,0.034497308,0.22512195100000001,0.198780488,0.252439024,0.053658537,2.123073297,8.83784346,0.85470261,0.131915262,0.194878049,0.224067398,0.19952815100000001,0.054237288,0.26666666699999997,1.056857639,0.1875,6.6640625,6.4765625,0.25303342100000004,sad
65,66,74,0.221869698,0.036717874,0.22972973,0.208378378,0.243243243,0.034864865,2.091597129,6.920758051,0.860411574,0.225696275,0.243513514,0.221869698,0.186015665,0.02919708,0.258064516,0.6886160709999999,0.1953125,3.4765625,3.28125,0.147252747,happy
66,67,75,0.234684683,0.033594052,0.242011385,0.21278937399999998,0.25821631899999997,0.045426945,1.677877784,5.235122047,0.853913606,0.13399839,0.25316888,0.234684683,0.20625237100000002,0.067510549,0.275862069,0.584821429,0.0,1.59375,1.59375,0.253393665,happy
67,68,76,0.226709264,0.036829302,0.23391387600000002,0.210334928,0.246507177,0.036172249,2.1385522569999997,7.789176282000001,0.8621813840000001,0.213029475,0.243827751,0.226709264,0.189024246,0.032193159,0.26666666699999997,0.556919643,0.0,1.453125,1.453125,0.27212572399999996,happy
70,71,79,0.246181321,0.032173842,0.261081081,0.22567567600000002,0.269189189,0.043513514,3.0866661680000003,13.49024747,0.8083369020000001,0.082325161,0.264054054,0.246181321,0.203278973,0.08510638300000001,0.275862069,0.501201923,0.21875,1.03125,0.8125,0.314903846,happy
71,72,80,0.234953986,0.030141948,0.231349353,0.21815157100000002,0.261626617,0.043475045999999996,2.361189743,8.625434657000001,0.826808071,0.09675650300000001,0.22022181100000002,0.234953986,0.21027022399999998,0.020100503,0.275862069,0.511979167,0.21875,1.140625,0.921875,0.315375303,happy
72,73,81,0.229656571,0.034108622000000005,0.22833178,0.213196645,0.25364398899999996,0.040447343999999996,2.390710542,9.180775559,0.8364693120000001,0.138192489,0.214240447,0.229656571,0.196195322,0.030947776,0.275862069,0.793229167,0.2109375,3.3671875,3.15625,0.134724187,sad
73,74,82,0.226302167,0.036757508,0.228728653,0.213851992,0.251043643,0.037191651,2.149686822,7.304078551,0.85355425,0.204388035,0.213851992,0.226302167,0.190126582,0.02165088,0.271186441,1.013020833,0.1875,3.671875,3.484375,0.209481102,sad
75,76,84,0.22337963600000002,0.029476707999999997,0.221024668,0.211195446,0.23829222,0.027096774,2.625878421,10.15681543,0.826313352,0.125262417,0.21544592,0.22337963600000002,0.20928540699999998,0.016032064,0.26666666699999997,1.022395833,0.2109375,5.9375,5.7265625,0.210680179,sad
77,78,86,0.235556682,0.03993402,0.244402277,0.22899430699999998,0.259278937,0.03028463,2.519723917,9.383316931,0.84247735,0.20392776699999998,0.234573055,0.235556682,0.19003784199999998,0.030651341000000002,0.275862069,0.886458333,0.2421875,3.5625,3.3203125,0.135966387,sad
78,79,87,0.239487735,0.031593481,0.237567568,0.22621621600000003,0.265135135,0.038918918999999996,2.501012863,9.381900383,0.824900071,0.12042417400000001,0.273243243,0.239487735,0.216017923,0.071748879,0.275862069,1.218191964,0.2109375,6.46875,6.2578125,0.225103236,sad
79,80,88,0.250263683,0.037954989,0.263898635,0.24288499,0.27235867399999997,0.029473684,3.8003157,17.94016563,0.7938039509999999,0.156048085,0.262807018,0.250263683,0.20130271800000002,0.025437202000000003,0.275862069,1.309709821,0.265625,5.9765625,5.7109375,0.297064085,sad
80,81,89,0.208615215,0.070997158,0.229785575,0.195672515,0.260350877,0.064678363,2.872307135,15.0519622,0.9008997609999999,0.404522509,0.262534113,0.208615215,0.201449669,0.041025641,0.275862069,0.9140625,0.2265625,5.5625,5.3359375,0.179599805,angry
81,82,90,0.21954951399999997,0.058400972999999995,0.234152047,0.20194931800000002,0.258440546,0.056491228,2.0143472769999997,6.415115261,0.886128232,0.35132296700000004,0.25625731,0.21954951399999997,0.161914088,0.017372421000000002,0.275862069,1.419791667,0.234375,5.8125,5.578125,0.21258503399999998,angry
82,83,91,0.235595693,0.040892477,0.245199241,0.215180266,0.26645161300000003,0.051271347,2.684152945,10.64078567,0.851971565,0.20458614600000002,0.26459203,0.235595693,0.179405727,0.016528926,0.275862069,1.184375,0.265625,6.8984375,6.6328125,0.18786808,angry
83,84,92,0.231156353,0.036773247,0.23657894699999998,0.212631579,0.258157895,0.045526316,2.319103241,8.576262945,0.857113212,0.179412193,0.230789474,0.231156353,0.186024722,0.02247191,0.271186441,1.181919643,0.1796875,6.2578125,6.078125,0.226122207,angry
84,85,93,0.22444824,0.066774876,0.248461538,0.21205128199999998,0.270512821,0.058461538,3.492790387,17.29474926,0.87394071,0.366883475,0.274358974,0.22444824,0.174016258,0.018757327,0.271186441,0.957291667,0.21875,3.1328125,2.9140625,0.24166985800000002,angry
85,86,94,0.219268192,0.068436623,0.24025,0.21075,0.2635,0.05275,2.902052298,13.92352412,0.88590055,0.39758292700000003,0.2635,0.219268192,0.19003299699999998,0.056338028,0.271186441,1.288020833,0.2109375,5.828125,5.6171875,0.21448440300000002,angry
87,88,96,0.233257485,0.04269129,0.2365,0.21625,0.266,0.04975,2.383942575,9.322838529,0.8616848220000001,0.228765862,0.2675,0.233257485,0.17945407600000002,0.015763547,0.271186441,1.084960938,0.3125,4.3828125,4.0703125,0.227383237,angry
88,89,105,0.21453334,0.040317852,0.214230019,0.195126706,0.23851851899999998,0.043391813,2.497318077,11.83012012,0.878867409,0.245688579,0.213138402,0.21453334,0.173078882,0.026622296,0.258064516,1.4234375,0.171875,6.9140625,6.7421875,0.211802682,angry
89,90,106,0.21089507100000002,0.036167424,0.211170108,0.192999017,0.232920354,0.039921337,1.751353793,5.69745191,0.879512649,0.225702472,0.21006883,0.21089507100000002,0.158705904,0.022759602,0.23880597,0.998197115,0.1953125,3.8046875,3.609375,0.297619048,angry
90,91,107,0.21456378399999998,0.032145434,0.223068392,0.20107208899999998,0.230831793,0.029759703999999998,3.422866046,15.97608996,0.833608674,0.17180062399999999,0.227208872,0.21456378399999998,0.177805362,0.027826087000000003,0.25,1.051269531,0.171875,6.96875,6.796875,0.188275862,angry
91,92,108,0.21313904399999997,0.033358429,0.216849953,0.19545200399999998,0.232246039,0.036794035,2.827823257,12.23120125,0.8546851320000001,0.185992767,0.216849953,0.21313904399999997,0.189897998,0.03712297,0.258064516,0.871354167,0.171875,6.953125,6.78125,0.17067149399999998,angry
